,country,province,region_1,Lat,Lng
7913,Italy,Tuscany,Rosso di Montalcino,42.967171,11.437808
7956,Italy,Veneto,Veneto,45.76233329999999,11.690976
7969,France,Rhône Valley,Crozes-Hermitage,44.952398,6.4840823
8004,France,Beaujolais,Moulin-à-Vent,46.070956,4.6329209
8008,France,Beaujolais,Beaujolais Rosé,46.1178204,4.7451317
8015,Italy,Sicily & Sardinia,Monica di Sardegna,37.5999938,14.0153557
8055,Italy,Veneto,Rosso del Veronese,45.4437804,10.9800636
8063,Italy,Piedmont,Moscato d'Asti,44.9007652,8.206431499999999
8065,Italy,Tuscany,Maremma,43.13439140000001,11.0111351
8066,Australia,Victoria,Bendigo,-36.7570157,144.2793906
8069,France,Languedoc-Roussillon,Vin de Pays d'Oc,43.570642,3.877218
8076,France,Languedoc-Roussillon,Crémant de Limoux,43.0538517,2.218122
8091,Italy,Northeastern Italy,Colli Orientali del Friuli,46.2259177,13.1033646
8114,France,Languedoc-Roussillon,Maury,42.811253,2.593028
8138,Spain,Levante,Yecla,38.6122134,-1.110112
8150,Australia,South Australia,Adelaide,-34.9284989,138.6007456
8169,Italy,Veneto,Prosecco di Conegliano e Valdobbiadene,45.90176700000001,11.997387
8171,Italy,Veneto,Prosecco del Veneto,45.90032799999999,12.0982601
8173,Italy,Veneto,Prosecco di Conegliano,45.8908744,12.3032717
8174,Italy,Veneto,Prosecco di Valdobbiadene,45.915836,12.166491
8202,France,Languedoc-Roussillon,Coteaux du Languedoc,43.582593,3.89098
8233,Italy,Sicily & Sardinia,Carignano del Sulcis,40.1208752,9.012892599999999
8235,France,Languedoc-Roussillon,Rivesaltes,42.768583,2.871763000000001
8243,France,Languedoc-Roussillon,Corbières-Boutenac,43.1485716,2.79395
8284,Italy,Southern Italy,Falerno del Massico,41.1348599,13.9724141
8288,Australia,Western Australia,Frankland River,-34.351814,117.0654331
8290,Australia,South Australia,Lenswood,-34.9172455,138.8315666
8294,Australia,Victoria,Mornington Peninsula,-38.2854053,145.093449
8306,US,Washington,Chelan County,47.9445331,-120.6749068
8308,France,Loire Valley,Saumur,47.260135,-0.08089299999999999
8337,France,Rhône Valley,Rasteau,44.231277,4.986897
8353,France,Languedoc-Roussillon,Banyuls,42.48343,3.128874
8366,Italy,Piedmont,Dolcetto d'Alba,44.5829304,7.96789
8381,Argentina,Mendoza Province,Vista Flores,-33.6509809,-69.1558647
8385,Italy,Southern Italy,Roccamonfina,41.2833333,13.9666667
8387,Australia,New South Wales,Hunter Valley,-32.1932173,151.700565
8454,US,New York,Lake Erie,42.0668852,-81.3399414
8499,Spain,Northern Spain,Arribes del Duero,41.1947261,-6.556988199999999
8533,US,California,Sonoma County-Monterey County-Santa Barbara County,38.4473235,-122.730368
8547,US,California,Anderson Valley-Sonoma County-Cole Ranch,39.0865657,-123.4794542
8562,Italy,Tuscany,Tuscany,43.7710513,11.2486208
8584,Spain,Central Spain,Tierra de Castilla,40.46366700000001,-3.74922
8675,Italy,Southern Italy,Leverano,40.2896113,18.0004304
8765,Australia,South Australia,Clarendon,-35.1054491,138.6297435
8791,Italy,Central Italy,Trebbiano d'Abruzzo,42.1920119,13.7289167
8806,Italy,Sicily & Sardinia,Sardinia,40.89983410000001,8.680156799999999
8871,Australia,South Australia,Piccadilly Valley,-34.983333,138.733333
8907,France,France Other,France,48.85968339999999,2.3633812
8935,Italy,Piedmont,Monferrato,44.8175587,8.7046627
8962,Italy,Northeastern Italy,Teroldego Rotaliano,41.87194,12.56738
8976,France,Languedoc-Roussillon,Limoux,43.053289,2.218142
8982,France,Southwest France,Jurançon,43.287723,-0.390892
9015,Italy,Piedmont,Dolcetto di Dogliani,44.5525276,7.9210805
9048,France,Languedoc-Roussillon,Cabardes,43.266725,2.284797
9084,France,Rhône Valley,Muscat de Beaumes de Venise,44.121721,5.031427
9090,Australia,New South Wales,New South Wales,-31.2532183,146.921099
9127,Italy,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore,41.87194,12.56738
9174,US,California,Napa-Mendocino-Sonoma,38.2949874,-122.4760013
9179,Italy,Piedmont,Gavi,44.6880915,8.8037472
9186,US,California,Napa-Mendocino-Sonoma-Marin,38.2975381,-122.286865
9196,US,California,Alta Mesa,37.398829,-122.1346859
9224,France,Languedoc-Roussillon,Languedoc,43.5912356,3.2583626
9231,Italy,Sicily & Sardinia,Alghero,40.5772757,8.3148796
9240,Italy,Southern Italy,Aglianico del Beneventano,41.87194,12.56738
9272,Italy,Piedmont,Dolcetto di Dogliani Superiore,44.5525276,7.9210805
9287,Italy,Northeastern Italy,Trentino Superiore,46.0512004,11.1175392
9309,Italy,Southern Italy,Primitivo del Tarantino,41.87194,12.56738
9346,Italy,Piedmont,Gavi di Gavi,44.6880915,8.8037472
9350,Australia,Victoria,King Valley,-36.69472200000001,146.401667
9353,US,California,Chiles Valley,38.5329633,-122.3271994
9377,France,Languedoc-Roussillon,Minervois,43.3270136,2.528199400000001
9465,France,Loire Valley,Savennières-Coulée de Serrant,47.389353,-0.641455
9498,Italy,Piedmont,Diano d'Alba,44.64998809999999,8.0271337
9538,France,Loire Valley,Savennières-Roche-Aux-Moines,47.3909714,-0.6438942
9564,Italy,Piedmont,Roero Arneis,44.7881153,7.939328799999999
9592,Italy,Sicily & Sardinia,Vermentino di Gallura,40.804732,9.321736999999999
9593,France,Languedoc-Roussillon,Corbières,43.054859,1.997267
9615,Italy,Sicily & Sardinia,Romangia,39.1796685,8.522640299999999
9679,France,Languedoc-Roussillon,Saint-Chinian,43.418646,2.945129
9698,Italy,Southern Italy,Murgia,40.976111,16.406111
9757,France,Southwest France,Vin de Pays des Côtes de Gascogne,46.227638,2.213749
9789,US,California,El Dorado County,38.74263759999999,-120.4357631
9826,Argentina,Mendoza Province,Alto Valle de Uco,-33.6053677,-69.12350289999999
9832,Argentina,Other,Famatina Valley,-28.9255089,-67.52026049999999
9849,Canada,Ontario,St. David's Bench,51.253775,-85.323214
9851,US,California,Napa County-Sonoma County,38.5024689,-122.2653887
9855,Italy,Sicily & Sardinia,Marsala,40.1208752,9.012892599999999
9862,US,Oregon,Yamhill County,45.1771983,-123.2395303
9868,Spain,Central Spain,Ribera del Guadiana,38.2648406,-5.6372174
9941,France,Languedoc-Roussillon,Vin de Pays Cité de Carcassonne,43.2060816,2.3641961
9969,Italy,Central Italy,Castelli Romani,41.7088402,12.6875042
10032,France,Southwest France,Vin de Pays du Lot,44.43589240000001,1.4427503
10064,US,Massachusetts,Southeastern New England,42.4419817,-71.6886636
10151,US,New Jersey,New Jersey,40.0583238,-74.4056612
10210,France,Southwest France,Vin de Pays du Comté Tolosan,46.227638,2.213749
10233,France,Southwest France,Pécharmant,44.8561522,0.5505386999999999
10242,US,California,Monterey-Santa Cruz,36.9578731,-122.0301661
10313,France,Languedoc-Roussillon,Vin de Pays de L'Herault,43.6841,3.58848
10322,Italy,Central Italy,Controguerra,42.85042199999999,13.8123653
10340,Italy,Central Italy,Falerio dei Colli Ascolani,41.87194,12.56738
10352,Italy,Central Italy,Montepulciano d'Abruzzo Colline Teramane,41.87194,12.56738
10401,Italy,Central Italy,Conero,43.55,13.6
10404,France,France Other,Vin de Table Francais,46.227638,2.213749
10408,Italy,Central Italy,Abruzzo,42.1920119,13.7289167
10416,Italy,Central Italy,Montepulciano d'Abruzzo Cerasuolo,42.1920119,13.7289167
10430,Italy,Southern Italy,Castel del Monte,41.0847777,16.2706484
10459,Italy,Central Italy,Montefalco Rosso,42.881894,12.610991
10466,US,California,Guenoc Valley,37.0520944,-121.9917311
10547,Australia,Victoria,Rutherglen,-36.055556,146.4625
10576,Italy,Southern Italy,Terra degli Osci,41.87194,12.56738
10632,Italy,Central Italy,Colline Pescaresi,41.87194,12.56738
10636,Italy,Central Italy,Cerasuolo d'Abruzzo,41.87194,12.56738
10637,Italy,Southern Italy,Molise,41.67388649999999,14.7520939
10673,US,California,York Mountain,35.546083,-120.8332336
10736,France,Languedoc-Roussillon,Vin de Pays des Coteaux de Peyriac,43.29152,2.565892
10808,France,Languedoc-Roussillon,Terrasses du Larzac,43.93101559999999,3.2426063
10865,Italy,Southern Italy,Lacryma Christi del Vesuvio,40.7850712,14.4405714
10885,Italy,Southern Italy,Calabria,39.3087714,16.3463791
10937,Italy,Veneto,Amarone della Valpolicella Valpantena,45.5333333,11
11002,Italy,Central Italy,Lacrima di Morro d'Alba,43.6060334,13.2259525
11019,Australia,New South Wales,Orange,-33.283333,149.1
11027,Italy,Southern Italy,Tarantino,41.87194,12.56738
11177,Italy,Veneto,Valpolicella Ripasso Classico,45.76233329999999,11.690976
11282,Italy,Veneto,Valpolicella Ripasso Valpantena Superiore,45.5333333,11
11285,Spain,Northern Spain,Tierra de León,42.3822042,-5.9815977
11403,Italy,Veneto,Valpolicella,45.5204416,10.9388597
11432,Italy,Veneto,Valpolicella Classico,45.5204416,10.9388597
11492,Spain,Central Spain,Uclés,39.9799887,-2.8633215
11523,US,California,Sonoma County-Santa Barbara County,34.4346011,-119.8747057
11656,US,Ohio,Grand River Valley,41.6974296,-81.03739499999999
11778,Italy,Sicily & Sardinia,Passito di Pantelleria,36.785262,11.9918779
11781,Italy,Northeastern Italy,Friuli,46.2259177,13.1033646
11806,Italy,Tuscany,Moscadello di Montalcino,42.967171,11.437808
11811,Italy,Veneto,Recioto di Soave,45.4214476,11.2490829
11851,Italy,Central Italy,Orvieto Classico Superiore,42.7185068,12.1107446
11874,Italy,Central Italy,Albana di Romagna,44.5967607,11.2186396
11901,Argentina,Other,Río Negro Valley,-40.8261434,-63.0266339
11974,Italy,Veneto,Recioto della Valpolicella Classico,45.76233329999999,11.690976
11986,Australia,Australia Other,Central Ranges,-25.274398,133.775136
12041,Italy,Veneto,Recioto di Soave Classico,45.4223008,11.2485921
12072,France,Burgundy,Givry,46.78307,4.742662999999999
12126,Italy,Piedmont,Loazzolo,44.6688073,8.258573799999999
12137,Italy,Tuscany,Cortona,43.27506340000001,11.98512
12213,Italy,Piedmont,Strevi,44.7004186,8.5234983
12243,Italy,Veneto,Recioto della Valpolicella,45.5272368,10.9403779
12244,Italy,Veneto,Recioto della Valpolicella Valpantena,45.5333333,11
12258,France,Burgundy,Bourgogne Hautes Côtes de Nuits,47.1595458,4.9552993
12274,Italy,Sicily & Sardinia,Malvasia delle Lipari,38.4936623,14.9272044
12276,France,Burgundy,Chorey-lès-Beaune,47.048887,4.86904
12356,US,California,San Francisco Bay,37.6909682,-122.3107517
12358,Italy,Veneto,Valdobbiadene Superiore di Cartizze,45.8998453,12.0401104
12458,Italy,Tuscany,Montecucco,43.7388922,11.3860171
12483,Italy,Sicily & Sardinia,Moscato di Noto,36.8924433,15.0651945
12525,Italy,Piedmont,Asti,44.90075119999999,8.2064257
12534,Australia,South Australia,McLaren Vale-Adelaide Hills,-35.2462077,138.55089
12535,France,Burgundy,Fixin,47.24534,4.972309
12545,US,California,San Antonio Valley,33.3285257,-117.0968724
12547,Italy,Piedmont,Piedmont,45.0522366,7.5153885
12551,Italy,Veneto,Colli Euganei,45.3166667,11.6666667
12792,France,Burgundy,Côte de Beaune,47.02603000000001,4.840004
12848,Italy,Tuscany,Bolgheri Sassicaia,43.2336764,10.6170139
13020,Spain,Spanish Islands,Vi de la Terra Illes Balears,39.3587759,2.7356328
13133,France,Bordeaux,Premieres Côtes de Bordeaux,44.779184,-0.461052
13140,Spain,Northern Spain,Empordà,42.2755267,3.0175712
13144,France,France Other,Vin de Liqueur,43.6093896,3.877675
13201,Italy,Tuscany,Sant'Antimo,42.9996008,11.5156193
13214,Italy,Sicily & Sardinia,Cerasuolo di Vittoria Classico,36.9520998,14.5372653
13223,France,Burgundy,Mâcon-Pierreclos,46.334809,4.686364999999999
13229,France,Languedoc-Roussillon,Vin de Pays du Val de Cesse,43.287046,2.888213
13262,Italy,Sicily & Sardinia,Monreale,40.1208752,9.012892599999999
13298,Italy,Sicily & Sardinia,Menfi,37.5782562,12.9173336
13300,France,Loire Valley,Montlouis-sur-Loire,47.38826400000001,0.827383
13482,Italy,Sicily & Sardinia,Vittoria Frappato,36.9520998,14.5372653
13737,US,New York,"The Hamptons, Long Island",40.924616,-72.35479149999999
13787,Canada,Ontario,Niagara-On-The-Lake,43.2549988,-79.0772616
13924,France,France Other,Vin de Pays de France,44.8896382,1.2169012
13943,US,Michigan,Michigan,44.3148443,-85.60236429999999
13968,France,France Other,Vin de Pays Vignobles de France,46.227638,2.213749
14030,US,Michigan,Old Mission Peninsula,44.8839492,-85.50972259999999
14125,US,Texas,Texas,29.383845,-94.9027002
14130,Spain,Catalonia,Costers del Segre,41.599156,0.5812269999999999
14285,US,California,Mokelumne River,38.1145286,-121.5741027
14439,France,Provence,Les Baux de Provence,43.743887,4.795495000000001
14507,Italy,Lombardy,Franciacorta,45.47906709999999,9.8452433
14517,Italy,Veneto,Valdobbiadene Prosecco Superiore,45.915836,12.166491
14534,France,Loire Valley,Muscadet Sèvre et Maine Clisson,47.111546,-1.263642
14588,Italy,Central Italy,Rosso Piceno,42.8536043,13.5749442
14692,Spain,Andalucia,Málaga,36.7212737,-4.4213988
14743,Italy,Northeastern Italy,Trento,46.0747793,11.1217486
14748,France,Burgundy,Viré-Clessé,46.448616,4.842058
14891,US,California,San Luis Obispo-Sonoma-Monterey,35.2810211,-120.6630823
14993,Italy,Northwestern Italy,Valle d'Aosta,45.7388878,7.426186599999999
15004,France,Loire Valley,Muscadet Côtes de Grandlieu,47.137716,-1.687522
15047,Italy,Piedmont,Erbaluce di Caluso,45.3053404,7.888038799999999
15058,US,California,Sonoma,38.291859,-122.4580356
15178,Italy,Southern Italy,Beneventano,41.1297613,14.7826208
15215,France,Burgundy,Mâcon-Uchizy,46.4893405,4.913118
15216,Italy,Southern Italy,Catalanesca del Monte Somma,40.8333333,14.4333333
15220,France,Burgundy,Bourgogne Epineuil,47.874593,3.980885
15233,Italy,Piedmont,Ghemme,45.5958705,8.4228612
15423,Italy,Piedmont,Dolcetto di Diano d'Alba,44.64602199999999,8.008942
15431,Italy,Northeastern Italy,Friuli Venezia Giulia,42.3068834,13.5079104
15441,France,Languedoc-Roussillon,Côtes du Roussillon Villages,43.5912356,3.2583626
15468,France,Burgundy,Corton Les Lolières,47.073634,4.878847
15489,US,California,Capay Valley,38.709359,-122.121272
15522,Italy,Southern Italy,Campi Flegrei,40.827,14.139
15569,Italy,Tuscany,Chianti Montespertoli,43.613497,11.073393
15583,Italy,Tuscany,Chianti Colli Senesi,43.321802,11.3285404
15596,Italy,Central Italy,Romagna,44.5967607,11.2186396
15599,US,California,Sonoma County-Napa County,38.291859,-122.4580356
15613,France,Burgundy,Corton-Charlemagne,47.0676505,4.85854
15619,France,Burgundy,Bâtard-Montrachet,46.9447821,4.7539203
15651,Italy,Piedmont,Gattinara,45.6139525,8.3715171
15736,France,Rhône Valley,Côte Rôtie,45.534419,-73.573329
15779,Italy,Central Italy,Emilia,44.5967607,11.2186396
15903,France,Burgundy,Mâcon-Fuissé,46.280354,4.742589
15972,Italy,Veneto,Prosecco Treviso,45.90032799999999,12.0982601
16064,Italy,Veneto,Montello e Colli Asolani,45.7811191,12.0704017
16066,France,Burgundy,Mâcon-Villages,46.3068839,4.828730999999999
16149,France,Burgundy,Clos de Vougeot,47.175824,4.955907499999999
16169,France,Languedoc-Roussillon,Côtes du Roussillon,42.770106,2.877342
16170,France,Languedoc-Roussillon,Côtes du Roussillon Villages Tautavel,42.8149033,2.7468916
16214,Italy,Northeastern Italy,Mitterberg,41.87194,12.56738
16294,France,Burgundy,Mâcon La Roche Vineuse,46.34679200000001,4.719113
16512,Italy,Tuscany,Val di Cornia Suvereto,43.0760687,10.7042748
16536,France,Languedoc-Roussillon,Vin de Pays des Côtes Catalanes,43.5912356,3.2583626
16622,Italy,Tuscany,Alta Valle della Greve,43.573772,11.346905
16708,Australia,South Australia,Clare Valley-Eden Valley,-33.8335699,138.61
16718,Italy,Piedmont,Dogliani Superiore,44.5319723,7.949748199999999
16753,Italy,Tuscany,Costa Toscana,43.7710513,11.2486208
16962,Italy,Southern Italy,Ischia,40.7270164,13.9028656
17134,Italy,Piedmont,Brachetto d'Acqui,44.67638460000001,8.4670285
17138,Italy,Central Italy,Lambrusco di Modena,44.647128,10.9252269
17173,Italy,Tuscany,Monteregio di Massa Marittima,42.96958,10.828253
17298,France,Burgundy,Mâcon Solutré,46.29730499999999,4.725849
17301,France,Burgundy,Pouilly-Loché,46.2828245,4.7805414
17303,France,Burgundy,Ladoix,47.06605,4.886973999999999
17376,US,Washington,Puget Sound,47.7236535,-122.4713352
17391,Italy,Piedmont,Ruché di Castagnole Monferrato,44.9541513,8.3022014
17400,France,Loire Valley,Saint-Nicolas-de-Bourgueil,47.284852,0.12535
17461,Italy,Southern Italy,Pompeiano,41.87194,12.56738
17473,Italy,Central Italy,Emilia-Romagna,44.5967607,11.2186396
17528,France,Burgundy,Mâcon-Azé,46.431348,4.7612249
